"Life expectancy at birth, total (years)","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Cause of death, by non-communicable diseases (% of total)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Prevalence of HIV, total (% of population ages 15-49)",People practicing open defecation (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),Domestic general government health expenditure (% of GDP),Domestic general government health expenditure per capita (current US$)
-0.9251966668467403,0.4373754007556858,0.08086791486382873,-0.669082476108683,0.29832275269765884,0.5122931841928389,1.1685179552120037,1.0964867246762053,-0.7295112386003093,-0.5447790200421128
-0.2978289403554372,0.25202492732243187,0.23510496768838487,0.22165290040580385,0.29832275269765884,0.06570932576758833,-0.6590677558317065,-0.4680283792907833,0.062180369324782075,-0.5938538039855987
-0.9346465572876138,0.7351411096824402,-1.1640762696901752,-0.5453692293705602,0.4667873659857485,0.5811242533035709,-0.8321887018311951,-0.992834634447447,0.19937181026190448,-0.5739193755102254
-0.8222978598239038,0.29642422201314217,0.6142603632589418,-0.17422948915619044,0.29832275269765884,0.5795848605698134,0.3558716993438713,1.2787971544563357,0.23874032992329422,-0.5833442715632656
0.2833393217582628,0.09722534928523029,2.1858894109441644,0.07319700432005605,0.29832275269765884,-0.8214608298249358,-0.5488773828411786,0.5373084703076552,-0.9884901242070046,-0.6716077656297108
-0.41069622936773664,-0.7735605914137316,-0.4623342626188533,-1.1886781124088013,0.5510196726297935,0.5865570103901714,0.18597613877274416,-1.3782100215688904,-0.6037459908304454,-0.42207382798902177
-0.5608060744061589,-0.4754381203861353,-1.1101621096657497,-0.050516242418067195,0.38255505934170375,0.5865570103901714,-0.8551800004557886,1.0537964364399903,1.2634727640443197,2.0414741895309727
1.178453944074303,-1.3897691366611147,2.000389225324194,-0.0010309437228180746,0.38255505934170375,-0.2403454684560752,3.556795509973758,0.16218490225792287,-1.0205389573659032,-0.5953586525498812
-0.21986734421823442,-0.4259939081004186,-0.42893641541457217,-0.37217068393718783,0.5510196726297935,-0.13246745151064243,0.06944244282784375,0.1879847674913596,-0.07707458831780052,-0.48569020136498886
-0.8175409027794766,0.3727461875017344,-0.8092607551643137,0.07319700432005605,0.29832275269765884,0.5865570103901714,-0.26897747968204033,0.4348789928458635,0.34897218497518545,-0.2000651654062964
-0.6866765663218557,0.35797322163588063,-1.1036137182452013,-0.050516242418067195,0.29832275269765884,0.5865570103901714,-0.7815029617623491,-0.25495511587498365,1.9217647021297704,2.168860136795373
1.0731926644412444,-0.08934113018187974,-0.47378254720244245,-0.27320008654668954,-3.15520181970818,0.7939823326084842,-1.0853445877639254,-1.1372862976007874,-1.3034108337662142,-0.6770866382235189
0.05890442378752376,0.7092029975057262,-0.20415746576165547,0.6670205886630473,-0.37553570045469997,-0.08846028317064274,-0.8036980916864771,-0.5626157093985251,-1.814754693676492,-0.6765075369524967
-0.683174472777715,0.19463647727007793,-0.37371601814839,0.07319700432005605,0.6352519792738383,0.394419556737751,-0.23358950217913982,1.28444043496936,1.4273998863479507,-0.05748006848793692
-0.4359023395748612,-0.11641485129930221,1.0280663972105482,-0.198972138503815,0.4667873659857486,0.123858074345427,-0.40483257316227866,-0.515786099335226,0.6733741096088945,-0.43838367611183543
0.7476964381445009,-3.0060119994787198,0.2074984576590516,0.14742495236293016,-0.6282326203868346,0.7175885028619774,-0.9606952373451837,-1.3365789272228321,-0.4474965644734012,-0.6758744271838274
-0.897371989437504,-0.4857088490357287,-0.734955673557816,0.29588084844867796,0.6352519792738383,0.5353243195014444,-0.47597677310484876,-0.7092197464183267,0.15763507730028414,-0.13036410627171505
0.8085957320967946,-0.6102640455945029,0.3027378337451838,-0.4463986319800619,-3.492131046284359,-0.601938642371167,1.0759211042341836,-0.21927574939073524,-0.32353233199359877,-0.6512874394036449
-0.07523152108153584,-0.3111366109025625,-1.066110604793731,-0.07525889176569175,0.29832275269765884,0.5865570103901714,-0.4946343476929458,-0.675780248813417,2.341019279841503,0.8565704032067691
-0.4993433723517067,-0.37217810387480665,-1.227609154573009,-0.891766320237305,0.29832275269765884,0.5865570103901714,-0.7165399871272398,-0.48907192487145373,1.4508634768239157,0.9434011181663019
-0.02620861382830769,-1.0523274622660663,-1.22578518007143,-0.7433104241515567,0.29832275269765884,0.5865570103901714,-0.3072970091876801,-0.42435113075781583,0.8292681248441389,2.867214894522018
-0.4314398913111203,-0.47740784916824874,1.3720725345776905,2.3247780949538996,-0.12283878052256539,0.32101038599322523,-0.5977206700996468,-1.305449348809199,0.2960720358413419,-0.4861627433789173
-1.5213272554918236,-0.36295253743613004,0.5702884254547418,0.6917632380106723,0.38255505934170375,-0.3906094130453395,-0.05001805338494852,-0.5839650126139143,2.3295410021227334,-0.3931370539932526
0.8054585733460973,0.5027432623029296,-0.5237875885541459,-1.8567296447946662,0.803716592561928,0.5865570103901714,-0.36210310396436973,-0.8016202480650999,0.5981314358386681,0.5976118284882392
2.552363015394587,1.181777111026768,1.4132960217456654,-1.3866193071897979,-1.2178587668951488,-4.017544812670304,-0.17564635482255425,-0.38255601258164507,-1.5539135983527734,-0.6724525976246895
-0.9175842551027045,0.6201883409364716,-0.5742689128543773,-0.19897213850381457,0.4667873659857485,0.5438279222929758,-0.6394421598422861,-0.2737281678601514,-0.5411233369650974,-0.5810665683801401
-0.5223918856221231,-1.1183786991050642,-0.8881124176748055,0.2711381991010534,0.4667873659857486,0.5865570103901714,-0.6605517854707287,-0.666572910515022,0.9337762065698691,1.498143656567363
0.14710340123567303,-1.2225482077326237,0.09003510259307938,0.8649617834440455,0.214090446053614,0.1582440682194869,1.4695599416407514,-1.687365399657368,0.5251162880268104,-0.6651841392773479
-0.5038890513578137,1.9874966792777886,-0.8643065261827432,-0.12474419046094132,0.4667873659857485,0.51013627994032,-0.43851378621520304,-1.9326584585874946,1.3568062883067618,-0.5215588418822241
0.21246514345171313,-0.2924493115640891,0.8448597713969427,0.8154764847487955,-0.4597680070987449,0.3045217836237336,1.98979794397349,0.05583830269446054,0.14074542333256854,-0.6352562338819939
-0.44876469045272555,-0.7124135772567308,-2.188951282877157,0.5433073419249245,0.38255505934170375,0.5320729257375938,-0.8847561363980764,0.27664062296610054,-0.38625388745404027,-0.3031767843920055
-0.6062628644672733,0.13379095221238058,1.0093790599660355,1.557755965177535,-0.29130339381065506,-0.5287775315750889,1.2868233641278508,-0.12128177395950035,-0.5846040953477175,-0.6280807806288179
0.23884928878154746,-1.576154722668642,-0.459709742358036,-0.8422810215420558,0.38255505934170375,0.5865570103901714,2.1016232748787043,1.0136218963084092,-0.14315015268449732,3.0345284473187277
-0.7067799917855062,-0.9013115724251187,-1.2675381418064755,-0.001030943722817635,0.29832275269765884,0.5865570103901714,-1.0337702122429033,-0.7075141842109917,0.5143199675530221,0.5968621564118829
-0.48393928264930536,0.0020904640001218485,0.09501679986756303,-0.9907369176278031,0.29832275269765884,0.5758270984590609,2.1769488599886393,-0.280174006595516,-2.0564311700079347,-0.6382514811997586
-1.2892799457770487,0.09651684990186794,-0.14527356806012548,-0.198972138503815,0.29832275269765884,0.5865570103901714,-0.8638113592169281,-0.7145621439817659,2.2953337032626555,0.4378584052602855
-0.49038006163542835,-0.19415884037294084,-0.13707560959490867,-2.1288987876185375,0.38255505934170375,0.5775172709511633,2.0312809122243034,-0.19927172212253103,-0.7297252537468923,-0.6545545972973473
1.314952361553583,1.7765447564953751,1.9913993926086004,-0.050516242418067195,0.5510196726297935,-3.179353268305103,0.34451032088446404,2.0238155541872382,-1.2580396463116779,-0.6618950916122616
-0.06270209317314725,2.202639300540515,-0.4045111721308128,-0.42165598263243603,0.6352519792738383,0.5865570103901714,-0.4716642726835352,0.5318821697785999,0.537941079349856,0.0973426656007508
-0.32460362993791236,-0.30641830649846813,-0.157543292149805,1.062902978225042,0.29832275269765884,0.5808825959947914,-0.4654934829050034,-0.1491840383703647,-0.8028395078701452,-0.5687589663317306
0.30355158742346144,0.49097011297514226,1.0083603889508996,3.7351091077685044,-0.3755357004547005,-1.9031410997933393,0.8979508090784024,2.116498992099485,0.359029975641238,-0.6455988505679312
-0.564647493284563,0.2380157338414785,-0.37718101119174663,-0.07525889176569132,0.38255505934170375,0.5865570103901714,1.6408888148651128,0.24923507344720605,-0.14707116275832494,0.2617547411926748
-0.22020026718769503,-0.9704932710785475,-1.0733097339303679,-0.22371478785143956,0.38255505934170375,0.5865570103901714,-0.8932071914687615,-0.5068151301932419,-0.8399571087987835,3.000210649937141
0.5602736110671832,-0.12538415200357103,0.5454377074520008,0.46907939388205067,0.5510196726297935,-0.021483994916270552,0.44123227679649,-0.13653216985097907,-1.8224647426725376,-0.6808234160992102
3.698424728307152,0.21510758711276126,1.154798902655342,-1.0402222163230523,-5.345241792453345,-0.346246485192166,0.03793900042081482,1.6703762518099043,-0.4802682745166183,-0.672741529646676
-0.29126651643816653,1.5163194652501852,-0.9203009913578015,-0.17422948915619044,0.38255505934170375,0.5865570103901714,-0.8819596379201688,-1.4873909364866065,1.0103633152865326,1.0241241108163732
-2.243193886391862,-0.12652981058092283,0.13623305348629786,0.8649617834440451,0.4667873659857486,-0.13331033960054106,-0.5524494035687554,2.0664778072120993,0.09589236496529573,-0.5327954416578594
1.0892049787993923,2.6595309560794718,0.20270393783772253,-1.683531099361294,0.29832275269765884,-0.5890996590100824,0.9425339993046342,0.9066556234955052,-2.2188615641836718,-0.5904606959070534
0.5311364488744899,0.10935526071386034,0.8907979127262791,0.7165058873582972,0.29832275269765884,-1.3281747303431928,2.1932973570846483,0.11939936761432167,0.2932074642452202,-0.6076824735877451
0.40225044313924735,0.9721768643728973,1.573549774013672,-0.6690824761086843,0.5510196726297935,0.3262310875547189,1.8970909006820769,-0.5522005873429028,-0.5643774711690556,-0.6681683360406278
0.3996254735723387,0.6814810748248017,2.83803811840219,1.7062118612632833,0.214090446053614,-4.37810736425109,-1.7163267539935165,2.019911694767604,-0.06046041950326737,-0.6608378613327075
-0.4564475282095297,-0.8262759604268863,-1.222043095704267,-0.39691333328481193,0.38255505934170375,0.5865570103901714,-0.8660396481890419,-0.7106151184618228,0.9867422034896985,2.0839013114471188
-0.39114340727666225,0.15487508989031384,-1.3128558314262406,-0.24845743719906413,0.29832275269765884,0.5865570103901714,0.5244092906393286,-0.14503814156237108,0.8833412275264786,1.9423469558866258
-0.9609538742398902,0.17365786077690032,-0.7073134765179949,-0.7185677748039325,0.29832275269765884,0.563841934315877,-0.8726764122530386,-0.7632392789729748,-0.9423152599183966,-0.48281204699750324
-0.4403647878386095,0.058931208855408465,0.5673143821623823,0.9391897314869188,0.5510196726297935,0.5631431545718905,0.4807323869266415,0.11492778870363937,0.512973753149497,-0.48900986105056704
-0.49050170656657605,0.8106691538762011,0.9849385544563958,0.5433073419249245,0.21409044605361408,-0.6306845607771919,-0.2496832859023981,2.2143762781928302,0.6523231401233389,-0.44496185573199504
-0.6309375783962183,0.27566669752612055,0.6597408508474857,1.4835280171346608,0.38255505934170375,-0.018531246192283152,-0.21704150693438765,0.34796367409040896,-0.14707116275832477,-0.6158078024126264
-0.11776243043026582,-1.0738085605914156,-1.1600274975595555,-0.050516242418067195,0.29832275269765884,0.5865570103901714,-0.7358950782940731,1.9413531189289353,-0.30454524140388384,0.17274183402507262
-0.2201298411749266,0.19929950867263294,-0.8411089141866139,-3.04437681348065,0.29832275269765884,0.5865573157104058,-0.8352449417279466,0.02821563743935468,0.7709618197270587,0.7905201716502119
0.26785200131349557,-0.7725154292028138,1.4136594582547273,0.8897044327916697,-1.3863233801832382,-1.6656860188750544,0.08959519320298052,0.676140400545839,-1.3314655810050904,-0.6306778085370908
1.5627494886698137,0.06453890610244732,0.9243665285805711,0.46907939388205067,-0.03860647387852047,-0.7130359809161058,-0.2947179462917619,-0.8934435395143924,-0.5416426786027664,-0.65989674156274
2.5208633805916767,0.11661612318874445,0.7614064909002881,1.2608441730060393,0.04562583276552432,-0.09521718695669695,-0.4371718110738915,-0.08577007378534848,-0.5389402029494985,-0.6734822464171891
-0.3399244888979514,-0.21409229465520074,-1.2814860160904196,-1.3123913591469243,0.29832275269765884,0.5865570103901714,-0.20947434084189936,-0.8710556772426724,-0.06046041950326737,0.3067848001127559
0.0026020277597202067,-0.4674084607080278,-0.6486608383731274,-0.6195971774134339,0.29832275269765884,0.5865570103901714,-0.18727867420392058,2.3410282062175995,0.09701365914229085,0.562304204217402
-0.45772800116899276,-0.2820680369114172,-1.0875532602202558,0.12268230301530561,0.214090446053614,0.5865570103901714,-0.8440435063104568,-0.7763998656718042,1.4065415234079868,0.7806760950198879
0.5101366923392204,1.048327986038551,0.43169392865959855,0.8154764847487955,0.5510196726297935,-0.029063442681415298,-0.4693495809194213,-1.0128353265588779,0.29880388041027683,-0.45173407051483994
-0.46989249428394175,-0.9525295455784024,-0.977165074578521,-0.001030943722817635,0.29832275269765884,0.5865570103901714,-0.8638115270411723,-0.6372903823228022,0.35180504916557176,2.049084223547334
2.3457779104788323,-0.44299789330111633,0.5135574548951902,-0.27320008654668954,-1.8917172200475074,0.16572990321691652,0.011728670878039674,0.6173987034419703,-0.8456466078917279,-0.672177313962231
0.3106390052541166,0.057956394100995255,0.3815380231609679,0.4938220432296749,-1.3863233801832382,-1.0986814324559664,0.21151639085464535,-0.548760945112411,-0.43905048163376625,-0.6715015279291262
-0.9207342185829956,0.29043966339197463,-0.22781250869992045,0.2958808484486775,0.29832275269765884,-0.20421954730162392,-0.6662706987590783,1.1559101980595479,0.4869751449554958,-0.5812041160357135
2.467314001426729,-2.7049098111863445,0.8849018239494609,-1.1144501643659268,-1.470555686827283,-0.21144846905826004,0.49969446559964464,-0.4803935383333057,-1.1695850311960558,-0.6744916179123542
-0.5758132174911265,3.1408784023902347,-0.08180229130852389,1.038160328877417,0.29832275269765884,-0.7371501161944223,0.18285669017778472,0.05413287888855837,-0.829000684429236,-0.6202395292609362
